GiaMoCua,KhoiLuong,BienDong,ChiSoRSI,TangGia
90.2,48412.4,2.85,56.7,1
62.6,15519.1,0.1,38.8,1
22.8,16210.6,3.83,57.6,0
89.0,21534.1,1.32,48.1,0
81.3,16807.2,2.86,51.3,1
22.4,37858.7,4.2,61.3,1
77.9,34275.8,0.99,78.8,1
32.8,11956.9,4.09,21.5,0
77.3,17280.5,2.14,70.8,0
11.6,47968.0,0.82,74.7,1
90.8,43661.1,0.65,75.4,0
82.5,43563.2,1.25,73.4,1
43.6,38415.0,4.76,44.7,0
88.1,32475.6,1.11,60.9,0
41.9,45835.7,1.19,71.9,1
73.4,22598.6,0.77,21.6,1
15.7,22770.2,4.36,27.9,1
67.3,35650.8,4.4,68.4,0
90.5,23678.7,0.18,78.1,0
76.9,38694.8,1.07,77.5,1
97.4,10952.1,4.72,56.4,0
50.9,39532.0,1.57,67.8,0
93.2,22690.6,1.81,59.7,0
82.7,22950.0,1.29,34.2,1
32.2,29280.8,3.86,58.7,1
49.8,36382.0,0.3,59.7,1
58.8,42242.2,1.31,64.9,0
85.6,21442.4,1.52,76.1,1
61.5,23320.1,0.66,42.0,1
83.4,48402.3,2.65,77.2,0
74.3,41659.6,2.06,23.3,0
62.1,44334.1,4.51,25.4,1
80.4,25577.0,2.97,49.9,1
96.4,41560.8,4.31,75.4,0
64.5,43082.4,3.79,33.2,1
70.3,30125.5,2.77,74.0,1
28.3,16255.7,2.27,70.6,1
24.4,32684.3,2.32,52.5,1
38.1,47368.3,3.95,36.7,0
73.3,15888.3,0.99,64.3,1
31.2,16197.3,3.14,35.7,1
64.0,46129.8,1.3,50.3,0
86.9,20717.7,4.77,48.4,0
19.5,13651.4,2.37,74.6,0
83.5,11653.3,3.96,38.5,0
49.7,39108.8,2.04,77.1,0
18.8,49656.2,1.61,67.2,1
86.4,38262.1,0.88,26.0,0
49.5,14017.6,1.31,76.1,1
90.0,31553.4,0.09,67.5,1
38.8,23799.0,1.63,41.8,0
81.9,11656.4,3.73,38.7,1
68.7,33240.8,1.37,29.9,1
92.6,43615.5,3.55,28.8,0
38.6,16291.2,0.39,49.8,0
35.0,37906.8,2.83,49.7,1
50.6,38881.5,3.52,74.4,0
56.1,27398.3,2.32,35.8,0
97.0,43386.7,0.16,25.2,0
82.6,46784.4,2.48,44.5,1
97.7,43334.9,1.0,38.8,1
24.5,23217.7,2.66,36.5,1
84.6,25194.1,0.73,69.7,0
45.4,41542.2,0.2,39.5,1
85.9,37963.6,3.09,76.9,1
41.7,22458.7,2.52,43.2,1
56.1,13734.2,1.57,20.6,1
49.2,37209.2,0.11,70.6,1
71.6,39647.4,1.75,38.2,0
14.6,31819.9,3.96,55.6,1
24.0,40103.0,3.85,36.3,0
18.9,27028.0,2.05,35.5,0
93.5,19880.3,2.77,27.6,0
27.0,44618.5,4.59,63.7,0
45.9,36979.1,0.26,66.2,1
71.3,23596.7,1.39,53.8,0
87.1,16506.1,2.21,41.1,0
99.8,12617.0,4.37,61.4,0
13.1,23276.1,2.19,43.5,0
23.1,47986.2,0.7,52.7,1
71.0,44675.9,2.18,78.6,1
85.9,43355.5,0.77,40.0,1
94.2,21566.2,3.51,42.9,0
39.7,17591.7,0.4,34.0,1
66.8,20771.9,2.64,28.9,1
77.0,13120.9,3.03,43.3,0
13.4,26591.0,1.79,71.5,0
40.2,25101.7,4.47,44.5,0
18.7,33599.5,4.92,46.0,0
96.9,27163.8,3.37,56.3,1
59.1,42582.8,2.48,40.8,0
74.5,41184.0,0.31,74.5,1
20.7,44999.2,1.56,23.5,1
55.1,44131.6,1.26,56.7,1
25.7,16078.3,4.69,35.4,1
87.3,46088.7,2.05,75.7,0
10.8,10774.0,1.99,45.5,1
90.4,22824.7,2.13,71.2,0
15.6,43830.4,3.28,22.1,0
78.5,13644.9,0.94,76.2,0
39.8,41709.5,0.28,76.9,1
65.1,31957.0,2.51,65.1,1
61.3,42582.2,0.89,41.4,0
72.0,30726.1,3.38,30.9,1
83.8,12172.8,2.84,30.4,1
75.6,22895.5,4.4,75.1,1
26.5,49951.5,2.83,42.8,1
57.3,37194.1,2.62,68.3,0
81.4,44974.3,1.64,74.1,0
16.2,20421.2,3.86,56.0,0
81.6,38935.7,0.96,57.1,0
39.0,30431.0,2.07,29.2,1
27.4,19191.2,1.27,72.8,0
78.0,24682.8,4.97,24.6,1
48.4,18652.8,0.93,57.3,1
80.8,21636.2,2.0,33.3,1
39.6,46322.4,3.35,55.2,1
30.1,12019.4,3.24,26.5,1
35.5,43854.8,2.16,40.3,0
91.2,35431.5,4.0,40.0,1
78.6,33150.0,1.37,73.4,1
44.7,16092.7,4.9,32.2,1
59.6,44379.9,1.58,43.7,0
20.7,42495.7,1.95,48.4,1
85.5,25906.5,3.82,65.3,1
60.4,14590.1,4.24,59.5,0
86.8,37612.2,4.99,23.3,0
57.5,17793.2,2.03,28.0,0
32.8,46138.8,1.77,51.9,0
88.6,35920.0,4.83,25.4,0
85.1,25410.5,1.98,42.5,1
51.0,12427.0,0.27,55.6,1
88.4,46562.8,1.74,36.1,1
71.5,11422.6,2.37,49.6,1
40.6,44775.2,1.72,75.5,0
15.9,10108.0,3.77,33.9,1
77.6,12594.7,1.15,34.9,1
78.2,45468.9,1.96,27.5,0
81.3,45993.9,1.56,41.6,0
17.7,23158.6,4.09,22.1,0
51.4,19293.4,4.03,34.8,1
42.5,33772.4,1.23,71.9,0
37.4,44843.6,4.05,38.4,0
34.1,18605.3,0.29,40.5,0
80.4,36628.5,1.52,33.6,1
68.1,46033.2,0.77,31.8,0
32.7,44250.9,0.83,54.4,0
24.6,30885.5,1.25,20.7,0
66.7,17794.8,4.15,43.7,0
82.6,35063.6,1.49,40.2,1
33.6,25498.8,2.49,72.0,0
20.4,30738.4,4.39,76.5,0
79.3,23203.7,2.65,53.6,1
88.0,21938.1,3.71,63.3,0
91.9,42685.7,4.22,41.6,0
91.7,34863.7,0.04,34.2,0
54.8,44540.8,1.21,33.3,0
86.1,14894.8,1.69,78.3,1
10.7,23542.6,0.68,70.0,1
76.0,11477.7,1.73,23.8,1
11.2,48708.4,1.62,37.8,0
76.6,37100.1,4.61,49.7,0
71.2,12359.4,4.36,41.0,0
42.5,42048.6,2.11,63.1,1
81.1,18960.3,2.13,24.2,0
10.2,25926.1,3.71,47.1,1
15.1,23068.0,3.73,26.0,0
14.0,29454.3,1.51,67.2,1
92.6,17066.4,4.3,54.4,1
69.8,31224.7,1.3,42.3,0
39.1,42768.1,1.31,63.0,1
24.5,40273.8,4.61,43.2,1
76.5,41789.3,1.15,26.4,0
88.3,36452.3,4.78,20.6,1
54.8,32370.7,4.18,23.5,0
11.9,38738.6,2.64,75.2,1
45.4,21288.2,2.54,52.1,0
20.1,42522.7,3.41,76.6,0
78.8,28745.6,1.68,66.2,0
58.6,26385.2,0.14,76.8,0
77.6,31503.5,1.87,46.4,1
80.8,29935.3,0.9,41.4,1
29.5,25297.2,4.67,58.6,1
52.6,28521.1,3.83,70.0,0
44.7,11828.5,3.8,31.8,0
79.4,24720.5,4.46,40.5,0
17.9,49318.9,0.4,39.0,1
23.7,41776.3,3.43,65.9,1
42.4,34829.6,2.26,47.7,1
42.9,18257.3,1.7,39.1,1
15.3,20979.7,3.28,46.8,1
43.8,19734.4,4.55,78.3,0
83.1,48769.1,3.44,32.4,1
48.5,17989.8,4.7,30.7,1
65.8,39180.4,4.6,45.5,0
54.3,24918.0,4.7,78.2,0
19.0,45821.8,1.29,74.3,1
23.5,20844.7,2.18,28.5,1
55.9,44762.7,4.23,29.7,1
87.0,10236.4,2.15,48.8,0
68.8,32056.6,1.63,20.6,1
20.1,12148.2,4.95,43.5,0
97.0,14201.0,2.14,47.9,0
70.2,42850.9,2.91,62.3,0
20.3,29762.9,0.81,24.3,0
20.3,29765.3,4.49,43.9,1
58.8,39325.3,2.32,44.4,1
70.9,21847.5,3.4,28.7,0
47.9,35926.7,3.36,71.6,1
15.7,45070.2,2.38,47.3,1
34.6,24690.2,4.94,68.0,1
73.4,39095.6,2.37,49.3,1
43.0,29979.8,0.49,20.9,0
37.9,23994.6,0.85,60.7,1
17.8,45340.7,4.62,39.7,0
75.1,41922.2,1.21,75.7,1
71.4,18228.5,4.08,25.9,0
10.7,19596.9,1.09,74.6,0
93.5,28377.7,1.03,65.5,1
96.3,35255.4,1.65,58.4,1
83.3,17819.2,2.08,58.4,1
52.1,12012.7,3.63,40.2,1
37.7,23283.9,0.38,72.0,1
15.9,20140.9,1.99,35.0,1
18.8,32697.4,0.98,41.9,1
50.6,47706.0,2.24,40.7,1
78.4,36644.3,3.42,70.1,1
80.6,22410.1,2.48,34.5,0
81.6,28199.1,1.25,74.0,1
61.9,28154.1,2.85,75.6,1
35.5,32064.4,3.0,36.1,1
69.5,49724.1,2.87,70.2,1
43.2,11184.8,3.44,60.2,1
30.7,24000.1,3.27,24.6,1
76.0,18590.6,1.24,45.7,1
40.3,17161.7,4.65,30.2,1
42.9,15595.7,2.79,57.1,0
38.2,42848.6,1.4,31.6,0
50.6,36953.6,4.8,20.9,0
34.3,46040.8,0.66,26.4,0
31.5,23058.2,0.13,38.6,0
91.6,14885.6,0.29,53.3,0
41.4,48074.3,4.65,67.7,0
13.9,45902.9,2.66,50.1,0
44.8,10478.4,0.69,32.2,0
99.3,39670.3,3.95,72.8,1
71.7,37647.8,3.98,56.9,1
19.7,39873.0,3.76,45.7,1
79.7,46948.1,3.6,72.6,1
97.1,44567.5,3.9,33.5,0
14.2,28027.5,0.44,57.8,1
56.0,30852.0,1.41,36.6,1
90.6,21005.4,1.2,44.7,0
85.2,19637.9,2.74,46.9,0
60.5,42498.1,3.98,50.6,0
97.6,24749.2,2.85,42.5,1
74.6,23180.1,4.21,37.1,0
78.7,25169.4,3.23,73.9,1
64.4,11012.6,0.45,40.8,0
21.3,15105.9,2.77,52.2,0
30.0,20781.1,2.13,70.1,0
54.0,37228.4,4.45,78.3,0
86.1,14363.5,1.89,49.5,1
60.6,34617.1,3.82,32.4,0
90.4,29030.9,2.85,36.7,0
40.3,31095.9,3.83,54.1,1
29.8,44870.5,2.24,21.7,1
55.3,23216.7,3.14,58.3,0
55.4,40114.4,0.03,57.6,1
70.7,42861.0,1.26,68.6,1
30.7,33819.1,1.6,30.2,0
63.6,27924.3,1.24,28.0,0
26.6,15440.4,1.09,69.2,0
75.9,28399.2,3.85,26.3,1
90.5,24533.8,3.02,59.0,1
56.8,34198.4,0.01,47.1,0
99.0,20043.2,4.63,36.3,1
68.8,47424.3,4.33,23.2,0
65.4,29190.4,2.57,34.3,0
28.3,26962.3,2.9,38.8,0
71.1,44878.5,2.11,57.0,1
38.3,26007.2,0.01,44.5,1
74.0,18123.6,1.51,22.4,1
86.7,38373.1,2.77,23.4,1
51.8,45817.1,2.67,49.6,1
84.1,43189.8,1.23,70.7,0
43.5,32686.2,3.42,72.1,0
70.5,49921.2,2.76,36.6,0
21.0,47612.0,4.16,56.7,0
58.3,45891.9,0.42,50.4,1
17.2,42409.9,4.19,77.6,0
11.1,17480.2,2.35,38.0,0
42.6,17923.2,3.53,66.4,1
43.3,27540.6,3.8,43.1,0
38.4,30331.6,1.49,33.3,1
21.1,14297.8,3.04,52.9,1
38.8,13896.5,0.07,50.6,0
97.8,15187.1,2.06,26.2,1
26.7,24483.1,0.36,66.3,0
34.2,49219.7,3.66,21.3,0
21.5,40244.3,4.18,73.0,1
62.6,45876.8,4.71,38.7,0
72.7,39388.0,0.67,68.5,0
28.5,12908.8,1.83,33.6,1
58.6,41238.4,4.42,36.1,1
88.6,11970.4,3.72,46.9,1
11.1,18545.1,2.99,54.6,0
40.0,34081.4,0.35,60.9,1
70.9,29190.3,2.47,42.3,1
33.2,38481.2,2.47,22.5,0
38.5,17917.9,0.46,39.4,1
14.5,40881.3,0.58,27.1,0
23.1,35660.4,3.21,78.2,1
76.5,45566.2,4.7,79.1,0
83.4,42344.0,2.27,50.8,1
67.9,37902.0,0.92,37.7,1
25.5,32000.1,2.92,48.8,1
92.8,35409.5,0.53,59.6,1
19.5,21592.1,1.45,24.4,1
25.8,20437.2,4.2,25.3,0
51.7,28829.2,4.35,68.2,0
22.5,45129.5,0.34,66.2,0
18.2,37779.2,3.74,71.5,0
75.9,47604.6,1.97,72.4,0
32.1,11216.5,1.33,66.9,1
46.1,26845.1,1.55,36.3,1
15.3,29598.5,3.1,58.7,0
92.5,37427.6,3.96,39.3,0
76.7,24854.9,1.94,40.4,0
66.9,43385.0,3.5,79.9,0
20.3,25662.7,3.95,77.0,0
14.6,14783.7,2.03,22.0,0
29.3,11947.9,3.05,31.6,1
75.5,35300.6,3.2,75.8,1
83.5,29343.0,2.82,72.4,0
64.1,46071.1,1.24,25.3,1
83.0,10333.7,1.73,68.0,1
40.1,31565.9,3.17,29.1,0
92.0,10561.4,1.76,68.5,1
72.9,35530.1,1.51,24.6,1
79.3,37327.5,0.61,60.1,1
57.8,20224.9,4.19,73.7,1
48.0,39945.7,4.92,72.0,0
91.4,26752.5,2.86,74.0,0
13.1,46005.1,3.44,56.2,0
55.3,24452.4,3.21,66.5,1
11.7,33169.6,0.59,79.4,1
49.1,15766.1,0.74,71.2,1
95.5,15642.1,1.03,57.6,1
30.0,38528.3,0.14,80.0,1
56.9,26258.4,3.38,78.3,1
13.1,43581.5,4.28,60.3,1
68.3,24589.3,2.79,76.2,1
31.2,11843.2,0.32,31.0,1
87.7,30268.2,3.82,21.8,1
22.2,18538.5,2.77,32.3,1
12.9,44500.4,1.08,53.3,1
15.1,26182.0,1.03,67.3,0
56.9,47480.9,1.61,59.5,0
87.3,15079.2,0.21,75.4,0
10.2,13938.8,1.32,51.8,1
49.8,22546.8,2.4,40.1,1
99.8,18778.2,0.43,70.8,1
20.4,40050.8,3.93,38.6,0
46.9,28728.4,1.91,40.6,0
21.3,33688.1,3.57,29.0,0
39.0,11384.9,4.08,49.5,0
50.5,36007.6,3.89,51.6,1
99.7,11608.6,3.95,39.2,1
50.7,35073.1,4.11,64.6,0
24.1,29688.5,4.11,32.7,0
42.3,11649.7,2.66,41.4,0
54.4,43360.4,1.97,47.2,0
39.6,34788.9,0.31,46.3,0
46.3,34643.9,0.16,30.3,0
35.9,18491.4,2.56,66.0,0
83.8,28422.6,1.74,61.1,1
37.6,34389.3,0.41,58.6,1
48.6,29165.6,0.85,73.6,1
60.5,26016.1,0.6,22.5,0
40.0,26234.0,4.19,42.7,0
41.5,36326.5,4.96,69.2,1
15.2,41340.7,4.4,25.1,1
70.4,39630.0,0.31,35.5,0
44.1,32960.1,3.01,59.3,1
97.3,30272.1,1.57,61.1,1
69.7,25281.8,1.95,31.6,1
72.8,31021.9,4.68,48.0,0
49.9,19258.3,2.01,71.8,1
60.9,15794.1,1.97,65.4,1
19.6,10943.5,4.0,39.8,1
40.8,19202.5,0.18,29.5,0
81.7,46536.1,2.82,28.5,0
15.3,16598.2,1.87,55.9,1
74.5,38699.2,0.87,29.3,0
84.0,30516.4,2.89,65.7,1
68.8,26595.0,1.13,53.9,1
55.8,12123.9,0.15,49.7,0
15.6,11690.3,4.89,72.9,1
21.6,39982.3,2.56,77.5,1
78.4,40764.5,0.98,67.0,1
13.5,11376.5,0.54,60.8,1
21.6,26838.5,4.04,24.7,1
81.0,49600.5,4.25,33.8,0
56.0,49225.7,2.16,41.0,1
71.9,18073.4,0.03,47.2,1
84.8,49549.5,2.93,79.3,1
94.2,40738.2,3.71,64.8,1
43.2,44021.1,3.42,31.6,1
35.4,33289.0,3.9,21.3,1
62.9,25400.2,0.74,42.7,0
60.3,28772.8,2.53,59.3,0
58.9,46824.6,3.8,48.2,0
39.2,21622.9,0.93,69.6,0
82.4,10544.5,3.7,49.0,1
45.5,43738.9,2.94,41.9,1
28.1,12828.1,2.03,77.2,0
38.0,34114.5,3.68,39.2,1
61.5,39585.3,1.72,25.2,1
57.3,43406.4,3.32,43.1,0
89.9,17875.2,3.18,21.0,0
73.6,16206.3,4.2,69.6,0
28.5,47571.3,1.75,27.6,0
22.1,19535.5,1.42,62.0,0
87.5,20056.0,1.69,27.2,1
60.9,32343.5,4.55,67.9,1
37.6,15850.2,2.73,28.7,0
45.2,26386.1,4.93,43.6,1
26.9,30215.6,3.32,62.2,0
27.1,48282.0,0.26,66.1,0
59.9,38342.7,1.72,72.4,1
52.0,40677.7,4.74,79.9,1
86.8,27289.4,2.57,70.8,1
73.1,10635.6,5.0,43.3,0
81.8,46833.8,3.7,75.4,0
52.3,12206.5,4.23,79.0,1
75.4,34859.1,4.05,24.7,0
39.1,47271.7,0.35,56.7,1
43.8,11102.7,2.57,68.1,1
24.6,11491.1,0.64,70.9,0
81.7,49411.2,3.94,75.1,0
15.4,42499.9,2.82,31.9,1
32.4,25211.1,2.69,49.0,0
43.1,37786.2,2.64,34.2,1
53.1,21927.5,3.52,20.9,0
54.3,20900.4,4.45,25.9,1
17.9,10591.7,4.94,21.9,1
82.1,47705.3,0.6,26.5,1
77.9,31374.2,2.58,71.2,1
47.9,37403.3,2.88,53.7,1
13.9,23361.4,3.32,53.6,0
10.3,20228.3,1.43,29.8,1
80.0,29269.2,0.86,42.7,0
95.6,22102.8,4.37,48.4,0
66.6,39025.3,4.12,49.7,1
42.4,21963.3,1.55,24.8,0
38.8,49840.7,1.37,35.1,1
60.9,13563.1,4.56,29.1,1
69.4,38528.4,2.8,54.4,1
85.6,16111.8,3.66,45.4,1
41.3,32545.5,3.36,59.2,1
62.1,20225.8,2.16,60.5,1
50.1,19863.4,4.24,72.0,0
93.0,23014.4,0.25,66.2,1
63.0,10201.7,1.07,79.6,0
55.3,37389.3,1.87,21.5,0
10.4,37487.5,2.47,35.9,0
97.3,37785.2,2.43,28.6,0
36.1,28597.2,3.51,20.5,1
45.5,40331.1,4.63,41.7,1
35.3,23327.9,0.82,23.0,0
50.8,39841.3,3.37,74.1,0
80.6,47877.6,1.88,60.3,0
80.5,36512.1,0.7,23.3,0
45.6,28349.9,2.0,21.8,0
32.9,45663.0,0.04,26.0,1
19.5,42295.7,4.99,22.3,1
12.2,13299.0,1.49,28.8,0
53.8,42704.6,1.95,28.8,1
76.7,45363.0,3.38,40.6,1
60.0,28291.2,0.89,40.7,0
23.9,47960.4,3.47,66.9,1
57.1,34210.6,3.08,68.1,1
37.8,33323.3,2.84,24.6,0
85.9,34706.6,3.1,58.8,1
25.3,13464.0,1.97,29.3,1
29.8,44808.4,0.49,51.7,0
59.7,16841.4,3.3,62.1,1
50.3,28243.0,0.79,65.3,1
18.4,42341.9,3.99,62.9,1
46.5,38655.3,3.89,36.5,0
84.3,38556.6,0.44,62.3,1
92.1,44524.5,0.17,52.1,0
56.5,14079.6,0.46,26.0,0
73.6,24509.8,2.15,44.2,1
72.0,14828.0,1.88,72.2,1
99.0,31631.1,3.24,54.1,1
98.7,40093.6,2.36,20.9,0
86.1,25359.8,2.36,55.0,1
80.4,35089.6,2.17,39.8,1
90.4,47561.9,3.29,42.7,0
10.5,21679.5,0.91,59.6,0
47.6,24156.5,4.57,47.2,0
34.3,48007.7,1.69,72.8,0
18.5,24879.3,4.63,62.1,0
61.6,45899.8,2.17,31.4,0
72.2,16614.5,1.6,58.1,1
13.2,47486.2,1.43,20.5,0
71.0,29029.8,2.25,59.2,0
12.6,28047.7,4.96,51.6,0
17.6,23297.1,3.84,79.8,0
73.0,49043.7,2.53,35.4,1
86.2,44987.0,0.29,62.2,0
96.0,43458.6,1.62,71.2,0
68.6,36666.8,2.96,21.5,1
22.9,16243.1,1.2,46.2,0
92.3,24214.8,4.44,47.0,1
19.7,40676.8,4.03,75.6,1
13.0,33170.5,4.05,67.4,0
15.1,45382.0,4.53,43.2,0
35.9,14612.1,2.23,64.7,0
23.9,44741.0,4.47,34.9,0
79.0,31892.4,2.15,55.9,1
83.3,26441.8,0.99,32.6,1
12.7,15589.4,0.77,47.9,1
60.1,32831.1,1.21,60.6,1
17.1,47802.6,2.78,40.3,0
17.5,25419.7,1.74,32.2,0
81.3,28020.5,0.39,55.8,0
50.6,43479.8,4.33,75.4,1
71.2,24827.8,2.68,64.2,1
74.2,23713.5,1.14,39.3,1
70.8,22327.2,2.61,60.1,1
37.9,46613.7,2.59,23.2,0
99.7,37585.9,3.62,50.0,1
17.5,13223.8,0.0,56.6,1
40.0,41435.0,0.78,78.0,0
58.6,31578.8,4.07,29.8,1
38.3,40171.7,0.31,32.9,1
14.7,44848.3,1.51,77.3,0
68.7,47840.4,1.21,30.3,1
42.4,27389.2,2.38,48.7,1
60.5,33877.3,0.04,74.0,0
38.4,45513.3,0.58,48.5,1
45.9,38711.6,2.94,47.0,1
97.3,13577.7,3.97,37.0,0
70.7,20865.5,3.82,71.6,0
49.0,18977.5,2.91,75.5,1
76.2,29195.2,4.1,61.3,0
48.9,18616.9,3.81,37.3,1
40.0,15969.6,1.97,27.2,1
90.3,24990.3,1.44,58.6,0
97.0,19626.8,1.49,55.5,0
41.7,22267.3,2.46,35.3,1
25.5,39426.8,0.45,40.7,0
59.4,19755.6,1.82,42.1,1
44.6,46298.5,2.29,33.3,1
77.8,26128.9,4.62,57.1,1
34.6,32671.2,0.24,46.6,1
69.0,48445.2,0.72,41.7,0
16.6,21479.9,2.21,80.0,1
40.4,46646.7,1.45,30.9,1
54.2,16849.0,0.98,70.1,0
99.8,13294.8,1.14,54.0,1
69.0,26094.1,1.16,69.5,1
26.1,48721.9,3.68,22.8,0
97.7,38857.1,0.64,22.4,0
68.8,12010.6,3.38,34.6,1
29.0,22465.8,3.7,76.8,0
36.6,40174.2,0.87,28.8,1
13.1,17339.3,3.8,50.8,0
75.2,16225.4,3.09,45.0,1
24.4,46310.0,0.16,33.9,0
81.7,21900.0,4.63,60.1,1
76.7,17463.2,3.35,67.3,0
78.5,25858.3,0.01,74.3,0
61.1,24808.5,1.51,78.9,1
83.7,40168.5,3.17,28.0,1
58.6,32568.8,4.61,59.9,1
17.1,36645.5,4.5,74.3,0
91.3,14581.8,0.88,27.3,0
13.5,28587.4,3.36,59.9,0
15.0,16563.9,4.85,73.9,0
45.7,47902.1,2.66,29.4,1
65.8,42855.9,0.78,43.9,0
80.1,14844.6,4.8,39.2,1
67.5,22763.5,2.19,73.3,1
99.5,30051.1,4.24,40.1,1
75.0,46258.1,2.27,74.6,1
37.4,35010.0,1.91,28.3,1
50.0,47531.4,0.81,35.9,0
26.8,35273.7,0.47,40.3,1
41.5,17611.6,0.41,77.0,0
10.2,10674.0,2.08,62.2,1
39.8,25057.0,1.27,72.7,0
81.4,40145.5,1.52,36.0,0
43.7,20902.2,1.82,37.0,0
28.2,32768.2,0.59,22.3,0
58.9,24201.2,3.77,31.3,0
22.9,16658.9,0.58,75.9,1
33.8,49766.6,4.07,73.0,1
66.7,49365.0,4.91,44.5,1
83.2,14611.7,2.64,65.2,1
29.2,48334.3,1.87,21.1,0
21.5,14085.8,4.94,45.2,0
65.5,49197.8,2.02,60.3,0
27.8,24068.5,3.58,30.1,1
94.1,15707.8,0.57,24.8,0
26.0,41281.4,3.27,36.7,0
16.8,23317.1,3.67,30.1,0
69.2,27679.8,3.81,57.8,1
61.9,34361.0,1.7,76.3,0
35.6,19795.8,1.45,24.8,1
10.6,39331.4,3.03,37.0,0
43.8,21405.1,1.95,21.7,0
89.8,14972.4,3.72,52.8,1
83.5,48205.9,3.01,35.6,1
11.0,28155.3,4.25,52.5,0
83.9,24542.6,3.68,29.1,0
79.9,24443.4,1.28,49.5,0
33.2,27895.5,0.25,40.0,1
68.1,34373.6,3.81,63.4,1
67.2,18368.3,3.39,20.9,1
62.9,33797.0,3.71,26.7,0
65.1,40481.8,2.92,67.3,1
27.6,22654.2,1.19,25.2,0
29.9,21920.4,1.9,71.9,0
38.0,22249.4,0.61,46.8,1
31.7,21194.1,3.06,68.4,0
89.5,11508.1,3.56,25.2,1
30.2,38458.2,0.6,26.5,1
13.5,27657.2,2.4,59.9,1
76.8,17308.4,1.9,32.3,0
40.0,14781.4,0.83,64.2,0
93.5,18391.3,3.27,55.6,1
40.4,40322.7,2.32,35.6,1
79.5,13603.4,4.08,50.8,0
58.2,29518.3,1.31,33.6,1
93.9,44710.7,4.98,24.0,1
38.5,15917.0,1.29,68.1,1
53.7,46342.9,2.88,37.8,0
95.4,48969.2,2.5,38.0,0
86.3,44985.4,0.21,77.2,0
15.1,30644.4,3.86,27.7,0
99.1,46169.5,4.98,55.7,0
30.1,31173.4,2.21,41.2,1
23.2,49306.8,2.9,65.1,1
43.6,13412.7,4.97,60.4,1
59.1,49153.4,2.23,52.3,1
17.4,43945.8,4.81,61.4,0
82.6,48026.8,1.37,63.2,1
40.8,45326.3,0.75,52.2,0
73.4,32247.5,3.64,65.1,1
10.6,10601.7,4.84,74.7,1
57.1,46231.4,3.17,32.5,0
23.6,45931.5,2.44,37.1,1
71.3,11672.0,3.59,73.1,1
56.3,13480.3,1.89,57.5,0
49.6,13338.2,4.26,79.5,1
83.7,17814.6,2.89,50.1,0
35.6,19359.0,4.27,20.1,0
99.8,36745.3,4.07,27.0,1
51.5,30076.8,1.0,23.9,0
25.6,46740.6,0.64,47.2,1
61.6,41173.6,1.34,67.9,1
86.3,25670.3,3.36,77.0,1
20.3,23277.7,0.57,43.0,1
62.8,39991.1,4.4,72.0,0
31.7,39185.2,0.8,27.6,0
51.1,19918.5,3.8,75.9,1
50.5,47776.9,1.62,79.5,1
28.0,10417.9,2.52,28.1,1
23.7,40334.2,2.25,43.9,0
64.8,12323.7,4.86,28.8,0
86.3,18183.2,1.17,55.5,1
54.1,11223.4,4.96,31.0,0
69.8,34336.7,0.52,70.4,1
56.2,19552.6,3.31,71.6,1
49.2,12499.5,1.47,52.9,0
99.5,47000.3,1.32,69.7,1
31.4,24902.6,2.61,42.1,1
58.1,41504.0,0.44,68.7,0
48.7,24889.5,2.03,69.4,1
13.7,13110.1,3.53,33.0,1
84.0,33808.5,3.39,26.6,1
48.7,46534.2,2.99,22.1,0
48.4,10468.3,2.63,36.9,0
47.1,14729.4,1.48,39.8,1
64.1,47999.7,1.84,24.1,1
34.1,13121.6,2.3,71.1,0
87.7,16451.4,4.4,28.8,1
72.2,49634.6,0.11,26.4,1
12.7,40015.1,2.31,22.7,0
41.8,26606.7,4.46,54.2,0
75.5,17122.7,1.6,31.2,1
88.0,26992.3,1.18,65.2,0
54.0,23892.7,0.59,27.6,1
97.9,37210.2,4.47,66.5,0
89.9,24795.9,4.21,54.0,1
20.3,47789.5,1.4,24.8,0
17.7,24828.5,0.56,69.2,1
97.2,27844.8,0.24,69.5,1
62.2,31326.1,1.17,56.3,1
35.6,24561.1,1.29,55.1,1
24.4,28448.9,2.43,71.3,0
80.8,19589.7,2.87,24.2,0
51.9,31483.5,1.85,58.8,0
16.4,42230.1,3.34,33.0,0
42.9,18454.4,1.49,62.5,0
12.3,25405.2,1.32,54.8,0
21.2,37248.2,3.44,68.2,0
23.6,14272.5,0.5,75.1,0
75.1,19708.7,2.67,69.4,0
22.5,44868.5,2.46,51.9,1
47.0,17232.7,4.01,70.0,1
37.3,47178.9,2.67,50.8,0
41.6,26118.3,0.26,57.5,0
38.6,44965.6,2.37,69.4,1
21.4,34886.4,1.09,28.1,0
82.7,41237.9,2.56,55.9,0
74.9,43250.5,1.3,57.7,1
33.2,45888.0,2.51,51.1,1
27.0,25796.8,1.76,42.3,0
22.4,26177.3,0.08,60.7,0
30.3,14066.4,2.11,64.9,0
65.8,39959.7,3.44,72.6,0
48.4,48951.1,4.68,39.8,1
18.3,14020.9,1.56,73.6,0
50.2,34020.1,0.07,61.7,0
40.2,24807.7,4.59,68.0,0
35.8,47958.2,2.81,36.3,1
29.4,36770.9,4.76,55.8,0
95.8,18424.0,1.29,72.9,0
10.7,32670.0,3.75,62.4,1
87.9,42255.3,1.06,25.9,0
